2022-12-07 10:36:25,079 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-12-07 10:36:25,142 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-12-07 10:36:25,144 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-12-07 10:36:25,144 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-12-07 10:36:25,147 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-12-07 10:36:25,148 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-12-07 10:36:25,150 INFO  SwAddin.cs: 201 - Setting up command manager
2022-12-07 10:36:25,151 INFO  SwAddin.cs: 204 - Adding command manager
2022-12-07 10:36:25,155 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-12-07 10:36:25,156 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-12-07 10:36:25,157 INFO  SwAddin.cs: 210 - Adding event handlers
2022-12-07 10:36:25,160 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-12-07 15:23:17,218 INFO  SwAddin.cs: 294 - Assembly export called for file ackermann_model.SLDASM
2022-12-07 15:23:17,241 INFO  SwAddin.cs: 305 - A rebuild is required
2022-12-07 15:23:17,242 INFO  SwAddin.cs: 313 - Saving assembly
2022-12-07 15:23:20,750 INFO  SwAddin.cs: 316 - Opening property manager
2022-12-07 15:23:20,866 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ackermann_model.SLDASM
2022-12-07 15:23:20,924 INFO  ExportHelperExtension.cs: 1136 - Found 98 in ackermann_model.SLDASM
2022-12-07 15:23:20,941 INFO  ExportHelperExtension.cs: 1145 - Found 13 features of type [CoordSys] in ackermann_model.SLDASM
2022-12-07 15:23:20,943 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-07 15:23:20,954 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2022-12-07 15:23:20,957 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rueda-4
2022-12-07 15:23:20,960 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Rueda-4
2022-12-07 15:23:20,963 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rueda-4
2022-12-07 15:23:20,964 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rueda-3
2022-12-07 15:23:20,966 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Rueda-3
2022-12-07 15:23:20,968 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rueda-3
2022-12-07 15:23:20,970 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base2-1
2022-12-07 15:23:20,973 INFO  ExportHelperExtension.cs: 1136 - Found 71 in Base2-1
2022-12-07 15:23:20,976 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base2-1
2022-12-07 15:23:20,978 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base1-1
2022-12-07 15:23:20,980 INFO  ExportHelperExtension.cs: 1136 - Found 73 in Base1-1
2022-12-07 15:23:20,984 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base1-1
2022-12-07 15:23:20,985 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rueda-2
2022-12-07 15:23:20,987 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Rueda-2
2022-12-07 15:23:20,989 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rueda-2
2022-12-07 15:23:20,992 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Direccion_imp-2
2022-12-07 15:23:20,993 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Direccion_imp-2
2022-12-07 15:23:20,996 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Direccion_imp-2
2022-12-07 15:23:20,998 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor-1
2022-12-07 15:23:21,000 INFO  ExportHelperExtension.cs: 1136 - Found 32 in Motor-1
2022-12-07 15:23:21,002 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor-1
2022-12-07 15:23:21,004 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Soporte_motor_imp-2
2022-12-07 15:23:21,006 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Soporte_motor_imp-2
2022-12-07 15:23:21,009 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Soporte_motor_imp-2
2022-12-07 15:23:21,010 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Soporte_motor_imp-1
2022-12-07 15:23:21,013 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Soporte_motor_imp-1
2022-12-07 15:23:21,015 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Soporte_motor_imp-1
2022-12-07 15:23:21,016 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor-2
2022-12-07 15:23:21,017 INFO  ExportHelperExtension.cs: 1136 - Found 32 in Motor-2
